artist,album,album_num,track_title,track_n,line,lyric,top_10_song
Lady Gaga,The Fame,1,Just Dance,1,1,redone,1
Lady Gaga,The Fame,1,Just Dance,1,2,konvict,1
Lady Gaga,The Fame,1,Just Dance,1,3,gaga  oh oh  eh ,1
Lady Gaga,The Fame,1,Just Dance,1,4,i have had a little bit too much  much  oh  oh  oh oh ,1
Lady Gaga,The Fame,1,Just Dance,1,5,all of the people start to rush  start to rush by ,1
Lady Gaga,The Fame,1,Just Dance,1,6,a dizzy twister dance,1
Lady Gaga,The Fame,1,Just Dance,1,7,ca not find my drink or man,1
Lady Gaga,The Fame,1,Just Dance,1,8,where are my keys ,1
Lady Gaga,The Fame,1,Just Dance,1,9,i lost my phone  phone  oh  oh  oh oh ,1
Lady Gaga,The Fame,1,Just Dance,1,10,what going on on the floor ,1
Lady Gaga,The Fame,1,Just Dance,1,11,i love this record  baby  but i can not see straight anymore,1
Lady Gaga,The Fame,1,Just Dance,1,12,keep it cool,1
Lady Gaga,The Fame,1,Just Dance,1,13,what the name of this club ,1
Lady Gaga,The Fame,1,Just Dance,1,14,i can not remember  but it alright  alright,1
Lady Gaga,The Fame,1,Just Dance,1,15,just dance,1
Lady Gaga,The Fame,1,Just Dance,1,16,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,17,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,18,spin that record  babe,1
Lady Gaga,The Fame,1,Just Dance,1,19,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,20,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,21,da da da dance  dance  dance,1
Lady Gaga,The Fame,1,Just Dance,1,22,just j j just dance,1
Lady Gaga,The Fame,1,Just Dance,1,23,wish i could shut my playboy mouth  oh  oh  oh oh ,1
Lady Gaga,The Fame,1,Just Dance,1,24,how would i turn my shirt inside out   inside out  right ,1
Lady Gaga,The Fame,1,Just Dance,1,25,control your poison  babe,1
Lady Gaga,The Fame,1,Just Dance,1,26,roses have thorns  they say,1
Lady Gaga,The Fame,1,Just Dance,1,27,and we are all gettin  hosed tonight  oh  oh  oh oh ,1
Lady Gaga,The Fame,1,Just Dance,1,28,what going on on the floor ,1
Lady Gaga,The Fame,1,Just Dance,1,29,i love this record  baby  but i can not see straight anymore,1
Lady Gaga,The Fame,1,Just Dance,1,30,keep it cool,1
Lady Gaga,The Fame,1,Just Dance,1,31,what the name of this club ,1
Lady Gaga,The Fame,1,Just Dance,1,32,i can not remember  but it alright  alright,1
Lady Gaga,The Fame,1,Just Dance,1,33,just dance,1
Lady Gaga,The Fame,1,Just Dance,1,34,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,35,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,36,spin that record  babe,1
Lady Gaga,The Fame,1,Just Dance,1,37,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,38,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,39,da da da dance  dance  dance,1
Lady Gaga,The Fame,1,Just Dance,1,40,just j j just dance,1
Lady Gaga,The Fame,1,Just Dance,1,41,when i come through on the dance floor  checking out that catalogue,1
Lady Gaga,The Fame,1,Just Dance,1,42,ca not believe my eyes,1
Lady Gaga,The Fame,1,Just Dance,1,43,so many women without a flaw,1
Lady Gaga,The Fame,1,Just Dance,1,44,and i ai not gonna give it up,1
Lady Gaga,The Fame,1,Just Dance,1,45,steady  tryna pick it up  like a call,1
Lady Gaga,The Fame,1,Just Dance,1,46,i amma hit it  i amma beat it and latch onto it until tomorrow  yeah,1
Lady Gaga,The Fame,1,Just Dance,1,47,shorty  i can see that you got so much energy,1
Lady Gaga,The Fame,1,Just Dance,1,48,the way you twirling up them hips  round and  round,1
Lady Gaga,The Fame,1,Just Dance,1,49,and there is no reason at all why you can not leave here with me,1
Lady Gaga,The Fame,1,Just Dance,1,50,in the meantime  stay and let me watch you break it down,1
Lady Gaga,The Fame,1,Just Dance,1,51,and dance,1
Lady Gaga,The Fame,1,Just Dance,1,52,gonna be okay  oh oh ,1
Lady Gaga,The Fame,1,Just Dance,1,53,da da doo doot n  just dance  ooh  yeah ,1
Lady Gaga,The Fame,1,Just Dance,1,54,spin that record  babe,1
Lady Gaga,The Fame,1,Just Dance,1,55,da da doo doot n  just dance  ooh  yeah ,1
Lady Gaga,The Fame,1,Just Dance,1,56,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,57,da da doo doot n  just dance  ooh  yeah ,1
Lady Gaga,The Fame,1,Just Dance,1,58,spin that record  babe,1
Lady Gaga,The Fame,1,Just Dance,1,59,da da doo doot n  just dance  oh ,1
Lady Gaga,The Fame,1,Just Dance,1,60,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,61,da da da dance  dance  dance  gonna be okay  yeah ,1
Lady Gaga,The Fame,1,Just Dance,1,62,just j j just dance  oh ,1
Lady Gaga,The Fame,1,Just Dance,1,63, incredible    amazing    music ,1
Lady Gaga,The Fame,1,Just Dance,1,64,wooo ,1
Lady Gaga,The Fame,1,Just Dance,1,65,let go ,1
Lady Gaga,The Fame,1,Just Dance,1,66,half psychotic  sick  hypnotic  got my blueprint  it symphonic,1
Lady Gaga,The Fame,1,Just Dance,1,67,half psychotic  sick  hypnotic  got my blueprint  electronic,1
Lady Gaga,The Fame,1,Just Dance,1,68,half psychotic  sick  hypnotic  got my blueprint  it symphonic,1
Lady Gaga,The Fame,1,Just Dance,1,69,half psychotic  sick  hypnotic  got my blueprint  electronic,1
Lady Gaga,The Fame,1,Just Dance,1,70,go ,1
Lady Gaga,The Fame,1,Just Dance,1,71,use your muscle  carve it out  work it  hustle,1
Lady Gaga,The Fame,1,Just Dance,1,72, i got it  just stay close enough to get it on ,1
Lady Gaga,The Fame,1,Just Dance,1,73,do not slow ,1
Lady Gaga,The Fame,1,Just Dance,1,74,drive it  clean it  lysol  bleed it,1
Lady Gaga,The Fame,1,Just Dance,1,75,spend the last dough  i got it  in your pock o  i got it ,1
Lady Gaga,The Fame,1,Just Dance,1,76,just dance,1
Lady Gaga,The Fame,1,Just Dance,1,77,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,78,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,79,spin that record  babe,1
Lady Gaga,The Fame,1,Just Dance,1,80,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,81,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,82,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,83,spin that record  babe,1
Lady Gaga,The Fame,1,Just Dance,1,84,da da doo doot n  just dance,1
Lady Gaga,The Fame,1,Just Dance,1,85,gonna be okay,1
Lady Gaga,The Fame,1,Just Dance,1,86,da da da dance  dance  dance,1
Lady Gaga,The Fame,1,Just Dance,1,87,just j j just dance,1
Lady Gaga,The Fame,1,LoveGame,2,1,let have some fun  this beat is sick,1
Lady Gaga,The Fame,1,LoveGame,2,2,i wanna take a ride on your disco stick,1
Lady Gaga,The Fame,1,LoveGame,2,3,let have some fun  this beat is sick,1
Lady Gaga,The Fame,1,LoveGame,2,4,i wanna take a ride on your disco stick,1
Lady Gaga,The Fame,1,LoveGame,2,5,hey ,1
Lady Gaga,The Fame,1,LoveGame,2,6,hey ,1
Lady Gaga,The Fame,1,LoveGame,2,7,i wanna kiss you,1
Lady Gaga,The Fame,1,LoveGame,2,8,but if i do  then i might miss you  babe,1
Lady Gaga,The Fame,1,LoveGame,2,9,it complicated and stupid,1
Lady Gaga,The Fame,1,LoveGame,2,10,got my ass squeezed by sexy cupid,1
Lady Gaga,The Fame,1,LoveGame,2,11,guess he wants to play  wants to play a lovegame  a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,12,hold me and love me,1
Lady Gaga,The Fame,1,LoveGame,2,13,just wanna touch you for a minute,1
Lady Gaga,The Fame,1,LoveGame,2,14,maybe three seconds is enough for my heart to quit it,1
Lady Gaga,The Fame,1,LoveGame,2,15,let have some fun  this beat is sick,1
Lady Gaga,The Fame,1,LoveGame,2,16,i wanna take a ride on your disco stick,1
Lady Gaga,The Fame,1,LoveGame,2,17,do not think too much  just bust that kick,1
Lady Gaga,The Fame,1,LoveGame,2,18,i wanna take a ride on your disco stick,1
Lady Gaga,The Fame,1,LoveGame,2,19,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,20,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,21,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,22,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,23,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,24,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,25,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,26,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,27,i am on a mission,1
Lady Gaga,The Fame,1,LoveGame,2,28,and it involves some heavy touching  yeah,1
Lady Gaga,The Fame,1,LoveGame,2,29,you have indicated your interest,1
Lady Gaga,The Fame,1,LoveGame,2,30,i am educated in sex  yes,1
Lady Gaga,The Fame,1,LoveGame,2,31,and now i want it bad  want it bad,1
Lady Gaga,The Fame,1,LoveGame,2,32,a lovegame  a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,33,hold me and love me,1
Lady Gaga,The Fame,1,LoveGame,2,34,just wanna touch you for a minute,1
Lady Gaga,The Fame,1,LoveGame,2,35,maybe three seconds is enough for my heart to quit it,1
Lady Gaga,The Fame,1,LoveGame,2,36,let have some fun  this beat is sick,1
Lady Gaga,The Fame,1,LoveGame,2,37,i wanna take a ride on your disco stick,1
Lady Gaga,The Fame,1,LoveGame,2,38,do not think too much  just bust that kick,1
Lady Gaga,The Fame,1,LoveGame,2,39,i wanna take a ride on your disco stick,1
Lady Gaga,The Fame,1,LoveGame,2,40,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,41,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,42,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,43,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,44,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,45,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,46,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,47,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,48,i can see you staring there from across the block,1
Lady Gaga,The Fame,1,LoveGame,2,49,with a smile on your mouth and your hand on your  huh ,1
Lady Gaga,The Fame,1,LoveGame,2,50,the story of us  it always starts the same,1
Lady Gaga,The Fame,1,LoveGame,2,51,with a boy and a girl and a   huh  and a game,1
Lady Gaga,The Fame,1,LoveGame,2,52,and a game  huh ,1
Lady Gaga,The Fame,1,LoveGame,2,53,and a game  huh ,1
Lady Gaga,The Fame,1,LoveGame,2,54,and a game  huh ,1
Lady Gaga,The Fame,1,LoveGame,2,55,a lovegame ,1
Lady Gaga,The Fame,1,LoveGame,2,56,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,57,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,58,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,59,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,60,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,61,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,62,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,63,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,64,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,65,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,66,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,67, let have some fun  this beat is sick ,1
Lady Gaga,The Fame,1,LoveGame,2,68,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,69, i wanna take a ride on your disco stick ,1
Lady Gaga,The Fame,1,LoveGame,2,70,let play a lovegame  play a lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,71,do you want love  or you want fame ,1
Lady Gaga,The Fame,1,LoveGame,2,72,are you in the game ,1
Lady Gaga,The Fame,1,LoveGame,2,73, do not think too much  just bust that kick ,1
Lady Gaga,The Fame,1,LoveGame,2,74,dans  the lovegame,1
Lady Gaga,The Fame,1,LoveGame,2,75, i wanna take a ride on your disco stick ,1
Lady Gaga,The Fame,1,LoveGame,2,76,dans  the lovegame,1
Lady Gaga,The Fame,1,Paparazzi,3,1,we are the crowd,1
Lady Gaga,The Fame,1,Paparazzi,3,2,we are c coming out,1
Lady Gaga,The Fame,1,Paparazzi,3,3,got my flash on  it true,1
Lady Gaga,The Fame,1,Paparazzi,3,4,need that picture of you  it so magical,1
Lady Gaga,The Fame,1,Paparazzi,3,5,we would be so fantastical,1
Lady Gaga,The Fame,1,Paparazzi,3,6,leather and jeans,1
Lady Gaga,The Fame,1,Paparazzi,3,7,garage glamorous,1
Lady Gaga,The Fame,1,Paparazzi,3,8,not sure what it means,1
Lady Gaga,The Fame,1,Paparazzi,3,9,but this photo of us  it do not have a price,1
Lady Gaga,The Fame,1,Paparazzi,3,10,ready for those flashing lights cause you know that  baby  i   ,1
Lady Gaga,The Fame,1,Paparazzi,3,11,i am your biggest fan,1
Lady Gaga,The Fame,1,Paparazzi,3,12,i will follow you until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,13,papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,14,baby  there no other superstar you know that i will be,1
Lady Gaga,The Fame,1,Paparazzi,3,15,your papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,16,promise i will be kind,1
Lady Gaga,The Fame,1,Paparazzi,3,17,but i will not stop until that boy is mine,1
Lady Gaga,The Fame,1,Paparazzi,3,18,baby  you will be famous,1
Lady Gaga,The Fame,1,Paparazzi,3,19,chase you down until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,20,papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,21,i will be your girl backstage at your show,1
Lady Gaga,The Fame,1,Paparazzi,3,22,velvet ropes and guitars,1
Lady Gaga,The Fame,1,Paparazzi,3,23,yeah   cause you are my rockstar in between the sets,1
Lady Gaga,The Fame,1,Paparazzi,3,24,eyeliner and cigarettes,1
Lady Gaga,The Fame,1,Paparazzi,3,25,shadow is burnt,1
Lady Gaga,The Fame,1,Paparazzi,3,26,yellow dance and we turn,1
Lady Gaga,The Fame,1,Paparazzi,3,27,my lashes are dry,1
Lady Gaga,The Fame,1,Paparazzi,3,28,purple teardrops  i cry,1
Lady Gaga,The Fame,1,Paparazzi,3,29,it do not have a price,1
Lady Gaga,The Fame,1,Paparazzi,3,30,loving you is cherry pie cause you know that  baby  i   ,1
Lady Gaga,The Fame,1,Paparazzi,3,31,i am your biggest fan,1
Lady Gaga,The Fame,1,Paparazzi,3,32,i will follow you until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,33,papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,34,baby  there no other superstar you know that i will be,1
Lady Gaga,The Fame,1,Paparazzi,3,35,your papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,36,promise i will be kind,1
Lady Gaga,The Fame,1,Paparazzi,3,37,but i will not stop until that boy is mine,1
Lady Gaga,The Fame,1,Paparazzi,3,38,baby  you will be famous,1
Lady Gaga,The Fame,1,Paparazzi,3,39,chase you down until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,40,papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,41,real good,1
Lady Gaga,The Fame,1,Paparazzi,3,42,we dance in the studio,1
Lady Gaga,The Fame,1,Paparazzi,3,43,snap snap to that shit on the radio,1
Lady Gaga,The Fame,1,Paparazzi,3,44,do not stop for anyone,1
Lady Gaga,The Fame,1,Paparazzi,3,45,we are plastic  but we still have fun ,1
Lady Gaga,The Fame,1,Paparazzi,3,46,i am your biggest fan,1
Lady Gaga,The Fame,1,Paparazzi,3,47,i will follow you until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,48,papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,49,baby  there no other superstar you know that i will be,1
Lady Gaga,The Fame,1,Paparazzi,3,50,your papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,51,promise i will be kind,1
Lady Gaga,The Fame,1,Paparazzi,3,52,but i will not stop until that boy is mine,1
Lady Gaga,The Fame,1,Paparazzi,3,53,baby  you will be famous,1
Lady Gaga,The Fame,1,Paparazzi,3,54,chase you down until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,55,papa paparazzi,1
Lady Gaga,The Fame,1,Paparazzi,3,56,promise i will be kind,1
Lady Gaga,The Fame,1,Paparazzi,3,57,but i will not stop until that boy is mine,1
Lady Gaga,The Fame,1,Paparazzi,3,58,baby  you will be famous,1
Lady Gaga,The Fame,1,Paparazzi,3,59,chase you down until you love me,1
Lady Gaga,The Fame,1,Paparazzi,3,60,papa paparazzi,1
Lady Gaga,The Fame,1,Poker Face,4,1,mum mum mum mah,1
Lady Gaga,The Fame,1,Poker Face,4,2,mum mum mum mah,1
Lady Gaga,The Fame,1,Poker Face,4,3,mum mum mum mah,1
Lady Gaga,The Fame,1,Poker Face,4,4,mum mum mum mah,1
Lady Gaga,The Fame,1,Poker Face,4,5,mum mum mum mah,1
Lady Gaga,The Fame,1,Poker Face,4,6,i wanna hold  em like they do in texas  please,1
Lady Gaga,The Fame,1,Poker Face,4,7,fold  em  let  em hit me  raise it  baby  stay with me  i love it ,1
Lady Gaga,The Fame,1,Poker Face,4,8,love game intuition  play the cards with spades to start,1
Lady Gaga,The Fame,1,Poker Face,4,9,and after he been hooked  i will play the one that on his heart,1
Lady Gaga,The Fame,1,Poker Face,4,10,oh  oh oh  oh  oh,1
Lady Gaga,The Fame,1,Poker Face,4,11,oh oh oh oh  oh oh,1
Lady Gaga,The Fame,1,Poker Face,4,12,i will get him hot  show him what i have got,1
Lady Gaga,The Fame,1,Poker Face,4,13,oh  oh oh  oh  oh,1
Lady Gaga,The Fame,1,Poker Face,4,14,oh oh oh oh  oh oh,1
Lady Gaga,The Fame,1,Poker Face,4,15,i will get him hot  show him what i have got,1
Lady Gaga,The Fame,1,Poker Face,4,16,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,17,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,18,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,19,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,20,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,21, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,22,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,23, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,24,i wanna roll with him  a hard pair we will be,1
Lady Gaga,The Fame,1,Poker Face,4,25,a little gambling is fun when you are with me  i love it ,1
Lady Gaga,The Fame,1,Poker Face,4,26,russian roulette is not the same without a gun,1
Lady Gaga,The Fame,1,Poker Face,4,27,and baby  when it love  if it not rough  it is not fun  fun ,1
Lady Gaga,The Fame,1,Poker Face,4,28,oh  oh oh  oh  oh,1
Lady Gaga,The Fame,1,Poker Face,4,29,oh oh oh oh  oh oh,1
Lady Gaga,The Fame,1,Poker Face,4,30,i will get him hot  show him what i have got,1
Lady Gaga,The Fame,1,Poker Face,4,31,oh  oh oh  oh  oh,1
Lady Gaga,The Fame,1,Poker Face,4,32,oh oh oh oh  oh oh,1
Lady Gaga,The Fame,1,Poker Face,4,33,i will get him hot  show him what i have got,1
Lady Gaga,The Fame,1,Poker Face,4,34,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,35,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,36,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,37,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,38,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,39, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,40,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,41, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,42, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,43, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,44,i will not tell you that i love you,1
Lady Gaga,The Fame,1,Poker Face,4,45,kiss or hug you cause i am bluffin  with my muffin,1
Lady Gaga,The Fame,1,Poker Face,4,46,i am not lying  i am just stunnin  with my love glue gunnin just like a chick in the casino,1
Lady Gaga,The Fame,1,Poker Face,4,47,take your bank before i pay you out,1
Lady Gaga,The Fame,1,Poker Face,4,48,i promise this  promise this,1
Lady Gaga,The Fame,1,Poker Face,4,49,check this hand  cause i am marvelous,1
Lady Gaga,The Fame,1,Poker Face,4,50,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,51,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,52,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,53,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,54,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,55,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,56,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,57,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,58,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,59,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,60,ca not read my  can not read my,1
Lady Gaga,The Fame,1,Poker Face,4,61,no  he can not read my poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,62,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,63,po po po poker face  po po poker face she got me like nobody ,1
Lady Gaga,The Fame,1,Poker Face,4,64,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,65, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,66,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,67, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,68,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,69, mum mum mum mah ,1
Lady Gaga,The Fame,1,Poker Face,4,70,po po po poker face  po po poker face,1
Lady Gaga,The Fame,1,Poker Face,4,71, mum mum mum mah ,1
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,1,cherry,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,2,cherry,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,3,boomboom,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,4,gaga,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,5,boy  we have had a real good time,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,6,and i wish you the best on your way  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,7,i did not mean to hurt you,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,8,i never thought we would fall out of place  eh eh  hey,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,9,i have something that i love long  long,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,10,but my friends keepa  tellin  me that something wrong,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,11,then i met someone,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,12,and eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,13,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,14,eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,15,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,16,eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,17,i wish he never looked at me that way,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,18,eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,19,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,20,eh eh  hey eh ey,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,21,not that i do not care about you,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,22,just that things got so compliqu es  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,23,i met somebody cute and funny,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,24,got each other and that funny  eh  eh eh  hey,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,25,i have something that i love long  long,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,26,but my friends keepa  tellin  me that something wrong,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,27,then i met someone,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,28,and eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,29,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,30,eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,31,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,32,eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,33,i wish he never looked at me that way,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,34,eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,35,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,36,eh eh  hey eh ey,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,37,eh eh  eh eh  eh eh  eh eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,38,eh eh  eh eh  hey  yeah,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,39,i have something that i love long  long,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,40,but my friends keepa  tellin  me that something wrong,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,41,then i met someone,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,42,and eh,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,43,there nothing else i can say,0
Lady Gaga,The Fame,1,"Eh, Eh (Nothing Else I Can Say)",5,44,eh eh  eh eh,0
